timestamp,event_count,unique_rules,avg_severity,max_severity,unique_ips,unique_ports,hour,is_night,event_count_rolling_mean,event_count_rolling_std,event_count_zscore,anomaly,anomaly_score,is_anomaly,stat_anomaly
2026-05-01 19:00:00+00:00,10,5,3.1,4,1,1,19,0,10.0,0.0,-0.7071067811865475,1,0.0,False,False
2026-05-01 20:00:00+00:00,40,10,5.85,10,3,1,20,0,25.0,21.213203435596427,0.7071067811865475,1,0.0,False,False
